"NAMEHCR","RSSDHCR","RECORD_ID"
"BIG CREEK BANCSHARES, INC","0005046816","1,324,852,528"
MINEOLA COMMUNITY MUTUAL HOLDING COMPANY,"0003619720","1,324,852,582"
"INVESTORS BANCORP, INC.","0002477754","1,324,852,606"
FIRST FINANCIAL BANC CORPORATION,"0002568102","1,324,852,619"
"SECURITY BANCORP, MHC","0002823696","1,324,852,639"
"FIRST MISSOURI BANCSHARES, INC.","0003963526","1,324,852,644"
"WCF BANCORP, INC.","0004974631","1,324,852,701"
MECHANICS FINANCIAL CORPORATION,"0002395326","1,324,852,723"
HERITAGE FINANCIAL CORPORATION,"0002166124","1,324,852,724"
"FIRST BANCORP OF INDIANA, INC.","0003832284","1,324,852,768"
"FIRST FINANCIAL NORTHWEST, INC.","0003843628","1,324,852,770"
"IFB HOLDINGS, INC.","0002508144","1,324,852,804"
"UNION BANCSHARES, MHC","0002887296","1,324,852,831"
UNITED ROOSEVELT MHC,"0002589666","1,324,852,880"
"BANKTENNESSEE BANCSHARES, INC.","0003610437","1,324,852,887"
"HBANCORPORATION, INC.","0002398215","1,324,852,933"
WASHINGTON SAVINGS MHC,"0004841069","1,324,852,936"
"FSB, LLC","0005141195","1,324,853,038"
NORTHWEST INDIANA BANCORP,"0002237118","1,324,853,227"
"GREAT SOUTHERN BANCORP, INC.","0002339133","1,324,853,249"
"PINNACLE BANCSHARES, INC.","0002520605","1,324,853,251"
"NORTHEAST INDIANA BANCORP, INC","0002514136","1,324,853,391"
"CRAZY WOMAN CREEK BANCORP, INC.","0003835100","1,324,853,397"
"SOUTHERN BANC COMPANY, INC., THE","0002496193","1,324,853,431"
CCSB FINANCIAL CORP.,"0003842863","1,324,853,464"
"KS BANCORP, INC.","0002155276","1,324,853,471"
"HIGH COUNTRY BANCORP, INC.","0003833834","1,324,853,483"
FFD FINANCIAL CORPORATION,"0002506805","1,324,853,487"
FFW CORPORATION,"0003848258","1,324,853,537"
"WAYNE SAVINGS BANCSHARES, INC.","0003271203","1,324,853,545"
STRASBURG BANCORP INC.,"0002623234","1,324,853,556"
"NVE BANCORP, MHC","0002460569","1,324,853,573"
AMB FINANCIAL CORP.,"0003848267","1,324,853,575"
LOGANSPORT FINANCIAL CORP.,"0003848397","1,324,853,603"
"BANCO SANTANDER, S.A.","0001239254","1,324,853,646"
"FIRST SAVINGS FINANCIAL GROUP, INC.","0003908929","1,324,853,656"
"EDGEWATER BANCORP, INC.","0004553951","1,324,853,676"
"PRUDENTIAL BANCORP, INC.","0003314584","1,324,853,704"
MSB FINANCIAL CORP,"0003599318","1,324,853,714"
"HAVEN BANCORP, MHC","0003948439","1,324,853,731"
"BOILING SPRINGS, MHC","0002835514","1,324,853,744"
"FSB BANCORP, INC.","0003793657","1,324,853,748"
"HOPFED BANCORP, INC.","0003832556","1,324,853,782"
MB MUTUAL HOLDING COMPANY,"0002589714","1,324,853,790"
"RELIANCE BANCORP,MHC","0003788783","1,324,853,808"
"SOUTHERN COMMUNITY BANCSHARES, INC. EMPLOYEE STOCK OWNERSHIP PLAN","0004565721","1,324,853,856"
"EAGLE BANCORP MONTANA, INC.","0004126609","1,324,853,871"
"HOMETOWN BANCORP, INC.","0003311202","1,324,853,907"
"CHESTER BANCORP, INC.","0002434104","1,324,853,908"
"HOME BANCORP WISCONSIN, INC.","0004522199","1,324,853,936"
"WISCONSIN MUTUAL BANCORP, MHC.","0005085990","1,324,854,000"
STERLING BANCORP,"0003083291","1,324,854,023"
FIRST BANCORP,"0002744894","1,324,854,069"
PENN COMMUNITY MUTUAL HOLDINGS INC,"0003200463","1,324,854,083"
CENTURY BANCORP MHC,"0002560508","1,324,854,109"
"SSB BANCORP, MHC","0005161335","1,324,854,112"
"HV BANCORP, INC","0005042966","1,324,854,144"
MB MUTUAL HOLDING COMPANY,"0002589714","1,324,854,149"
FREEHOLD MHC,"0003888414","1,324,854,196"
FIRST ADVANTAGE BANCORP,"0003842126","1,324,854,371"
"MAGYAR BANCORP, MHC","0003382855","1,324,854,377"
"GLACIER BANCORP, INC.","0002003975","1,324,854,456"
"LIBERTY BANCORP, INC.","0003488300","1,324,854,483"
CCF HOLDING COMPANY,"0002708159","1,324,854,511"
"COMMUNITY FINANCIAL CORPORATION, THE","0002523389","1,324,854,567"
"REDWOOD FINANCIAL, INC.","0003800797","1,324,854,692"
"ISB HOLDINGS, INC.","0003130542","1,324,854,707"
SECURITY FEDERAL CORPORATION,"0001253773","1,324,854,763"
"CECIL BANCORP, INC.","0003135190","1,324,854,784"
"SECURITY BANCORP, INC.","0003842069","1,324,854,809"
FIRST FEDERAL BANCORP,"0003394643","1,324,854,821"
"ASHECO MHC, INC.","0003837542","1,324,854,878"
"FIRST CAPITAL, INC","0002867458","1,324,854,884"
HFB FINANCIAL CORPORATION,"0003066977","1,324,854,897"
"J & B FINANCIAL HOLDINGS, INC.","0004498726","1,324,854,910"
COMMUNITY NATIONAL CORPORATION,"0002613141","1,324,854,933"
"AXIOM BANCSHARES, INC.","0003837962","1,324,855,050"
ENTEGRA FINANCIAL CORP.,"0002427665","1,324,855,105"
HARLEYSVILLE FINANCIAL CORPORATION,"0002861492","1,324,855,121"
OFG BANCORP,"0002490575","1,324,855,128"
FBDC FINANCIAL CORP.,"0003814655","1,324,855,138"
"OZARK BANCORP, INC.","0003832846","1,324,855,147"
"EAST WEST BANCORP, INC.","0002734233","1,324,855,282"
GREATER STATE BANCSHARES CORP.,"0005041286","1,324,855,416"
FINANCIAL FEDCORP INC,"0001144741","1,324,855,494"
CITIZENS BUILDING AND LOAN MHC,"0004880358","1,324,855,554"
"FIRST REGION BANCSHARES, INC.","0002702250","1,324,855,582"
"FAYETTE BANCSHARES, INC.","0004993173","1,324,855,589"
"FIRST STATE BANCSHARES, INC.","0001057850","1,324,855,619"
AMERICAN BANCSHARES CORP.,"0002226475","1,324,855,632"
"MADISON COUNTY FINANCIAL, INC.","0004441414","1,324,855,651"
"PROGRESSIVE FINANCIAL GROUP, INC.","0004999250","1,324,855,673"
"UNITED HOLDING COMPANY, INC.","0003832181","1,324,855,677"
VIKING FINANCIAL CORPORATION,"0001449512","1,324,855,733"
"GRAND BANCORP, INC.","0004521334","1,324,855,735"
"SHELBY BANCSHARES, INC.","0002960630","1,324,855,785"
"PACIFIC PREMIER BANCORP, INC.","0003489594","1,324,855,820"
LUTHER BURBANK CORPORATION,"0003814208","1,324,855,825"
"EASTERN INTERNATIONAL BANCORP, INC.","0005230905","1,324,855,920"
"CARROLL BANCORP, INC.","0004256159","1,324,856,036"
MSB CAPITAL CORPORATION,"0003828054","1,324,856,082"
"C & M BANCSHARES, INC.","0001064791","1,324,856,128"
"HOMESTREET, INC.","0003843507","1,324,856,130"
"SOUTH GROUP BANCSHARES, INC.","0003049569","1,324,856,173"
LAWRENCE FINANCIAL CORPORATION,"0001918120","1,324,856,246"
NATIONAL CONSUMER COOPERATIVE BANK,"0002398082","1,324,856,252"
NORTHWEST FINANCIAL CORP.,"0001978713","1,324,856,285"
BLUE VALLEY BAN CORP.,"0001471849","1,324,856,353"
DRUMMOND BANKING COMPANY,"0001493579","1,324,856,368"
"ROCKWOOD BANCSHARES, INC.","0002020824","1,324,856,376"
EASTERN BANK CORPORATION,"0001427239","1,324,856,399"
BANK OF MARIN BANCORP,"0003590388","1,324,856,405"
COMMUNITY FIRST BANCORPORATION,"0002593083","1,324,856,463"
FIRST FINANCIAL CORPORATION,"0001208595","1,324,856,532"
SADDLEBACK BANCORP,"0003591611","1,324,856,533"
WHITAKER BANK CORPORATION OF KENTUCKY,"0001966671","1,324,856,535"
"WESTSTAR BANK HOLDING COMPANY, INC.","0003122051","1,324,856,564"
"COMMUNITY BANKSHARES, INC.","0001081873","1,324,856,589"
MORGAN STANLEY,"0002162966","1,324,856,613"
"FIRST CO BANCORP, INC.","0001250473","1,324,856,623"
CB FINANCIAL CORPORATION,"0003246425","1,324,856,626"
"FIRST PEOPLES BANKSHARES, INC.","0002325912","1,324,856,627"
"COMMONWEALTH HOLDINGS, L.L.C.","0002332536","1,324,856,729"
"GOLDMAN SACHS GROUP, INC., THE","0002380443","1,324,856,732"
"215 HOLDING CO.","0001247576","1,324,856,738"
WOODLANDS FINANCIAL SERVICES COMPANY,"0003014950","1,324,856,741"
"COMMUNITY BANCSHARES OF WISCONSIN, INC.","0001492246","1,324,856,742"
"SHINHAN FINANCIAL GROUP CO., LTD.","0003107964","1,324,856,789"
"NORTHRIM BANCORP, INC.","0003025385","1,324,856,811"
CANADIAN IMPERIAL BANK OF COMMERCE,"0001231342","1,324,856,892"
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,"0001241985","1,324,856,900"
ENTERPRISE HOLDING COMPANY,"0003306356","1,324,856,959"
FIRST TRUST CORPORATION,"0002127657","1,324,856,982"
"LEDYARD FINANCIAL GROUP, INC.","0003625123","1,324,856,995"
"VILLAGES BANCORPORATION, INC.","0002012315","1,324,857,016"
"OAKLAND FINANCIAL SERVICES, INC.","0001203125","1,324,857,025"
OAK VALLEY BANCORP,"0003726440","1,324,857,028"
"MONONA BANKSHARES, INC.","0001889967","1,324,857,029"
"MATHIAS BANCSHARES, INC.","0001951172","1,324,857,040"
CB&T HOLDING CORPORATION,"0002254508","1,324,857,060"
"UNITY BANCORP, INC.","0002181426","1,324,857,070"
"FNC BANCORP, INC.","0003069633","1,324,857,073"
STATE BANK CORP.,"0003198935","1,324,857,075"
"MERIDIAN BANCORP, INC.","0001902651","1,324,857,077"
COMMUNITY BANCORPORATION,"0002270825","1,324,857,109"
AMES NATIONAL CORPORATION,"0001202258","1,324,857,119"
CENTERSTATE BANK CORPORATION,"0002868129","1,324,857,121"
FEDERATION DES CAISSES DESJARDINS DU QUEBEC,"0003065877","1,324,857,129"
"UNITED BANCSHARES, INC.","0002259268","1,324,857,131"
"BERKSHIRE FINANCIAL SERVICES, INC.","0001985131","1,324,857,190"
"IBC BANCORP, INC.","0002339759","1,324,857,228"
"CITIZENS COMMUNITY BANCSHARES, INC.","0002354305","1,324,857,259"
"CITIZENS BANCORPORATION, INC.","0002550143","1,324,857,270"
STARION BANCORPORATION,"0001126729","1,324,857,273"
"VILLAGE BANCSHARES, INC.","0002265867","1,324,857,275"
STIFEL FINANCIAL CORP.,"0003063622","1,324,857,288"
FIRST COMMUNITY CORPORATION,"0002224239","1,324,857,295"
WINTRUST FINANCIAL CORPORATION,"0002260406","1,324,857,302"
"COMMUNITY BANCSHARES OF ELMHURST, INC.","0002066390","1,324,857,303"
"AMERICAN NATIONAL BANCORP, INC.","0002716640","1,324,857,309"
"CAPITAL COMMUNITY BANCORPORATION, INC.","0002641621","1,324,857,318"
"COLUMBIA BANKING SYSTEM, INC.","0002078816","1,324,857,321"
"ALTON BANCSHARES, INC.","0001491548","1,324,857,327"
WINTRUST FINANCIAL CORPORATION,"0002260406","1,324,857,335"
"HOMETOWN BANCORP, INC.","0002263993","1,324,857,336"
"CATSKILL HUDSON BANCORP, INC.","0003443998","1,324,857,344"
"NATIONAL BANK OF INDIANAPOLIS CORPORATION, THE","0002149622","1,324,857,345"
"QCR HOLDINGS, INC.","0002125813","1,324,857,352"
RIVER HOLDING COMPANY,"0002486813","1,324,857,361"
"RAYMOND JAMES FINANCIAL, INC.","0003815157","1,324,857,368"
HERITAGE COMMERCE CORP,"0002634874","1,324,857,379"
CHARLEVOIX FIRST CORPORATION,"0002336794","1,324,857,395"
PNBK SPONSOR LLC,"0004132169","1,324,857,397"
WINTRUST FINANCIAL CORPORATION,"0002260406","1,324,857,401"
"TORONTO-DOMINION BANK, THE","0001238565","1,324,857,409"
CAPITAL ONE FINANCIAL CORPORATION,"0002277860","1,324,857,412"
NATIONAL BANK OF CANADA,"0001242188","1,324,857,416"
"SBT BANCORP, INC.","0003385100","1,324,857,445"
"O-BANK CO., LTD.","0003462494","1,324,857,449"
WINTRUST FINANCIAL CORPORATION,"0002260406","1,324,857,450"
MESA FINANCIAL CORPORATION,"0002299040","1,324,857,453"
COMMUNITY FINANCIAL CORPORATION,"0002254704","1,324,857,458"
"TENNESSEE VALLEY FINANCIAL HOLDINGS, INC.","0003082454","1,324,857,460"
COMMUNITY BANK CORP.,"0002536857","1,324,857,470"
FIRST AMERICAN BANCORP,"0002747765","1,324,857,472"
FIRST COMMUNITY CORPORATION,"0002337401","1,324,857,478"
"BAY BANCORPORATION, INC.","0002340867","1,324,857,483"
"THOMASVILLE BANCSHARES, INC","0002346010","1,324,857,495"
M&T BANK CORPORATION,"0001037003","1,324,857,496"
HERITAGE BANCORP,"0003162486","1,324,857,498"
WINTRUST FINANCIAL CORPORATION,"0002260406","1,324,857,499"
"CAPITOL BANKSHARES, INC.","0002339610","1,324,857,500"
"HEARTLAND FINANCIAL USA, INC.","0001206546","1,324,857,502"
"PGB HOLDINGS, INC.","0003082342","1,324,857,511"
"SUMMIT FINANCIAL GROUP, INC.","0001247679","1,324,857,519"
"AMERICAN BANCORP OF ILLINOIS, INC.","0003618545","1,324,857,525"
QUANTUM CAPITAL CORP.,"0002354369","1,324,857,527"
"FBD HOLDING COMPANY, INC.","0002349440","1,324,857,532"
"ARBOR BANCORP, INC.","0002454380","1,324,857,536"
"GREATER COMMUNITY BANCSHARES, INC.","0002349507","1,324,857,552"
"PBS BANCSHARES, INC.","0004096645","1,324,857,558"
"BROOKLINE BANCORP, INC.","0002631510","1,324,857,559"
"STAR VALLEY BANCSHARES, INC.","0002270384","1,324,857,560"
"FIRST UNITED BANCORP, INC.","0002356082","1,324,857,562"
CBC HOLDING COMPANY,"0002530118","1,324,857,570"
"WEST POINTE BANCSHARES, INC.","0002371807","1,324,857,572"
OLMSTED HOLDING CORPORATION,"0003153260","1,324,857,579"
"GREAT PLAINS BANCSHARES, INC.","0001060355","1,324,857,612"
SURREY BANCORP,"0003163867","1,324,857,614"
"PLATTE VALLEY FINANCIAL SERVICE COMPANIES, INC.","0002511014","1,324,857,616"
"WASHINGTON BANCORP, INC.","0003348936","1,324,857,617"
"FIRST BANCSHARES, INC., THE","0002385493","1,324,857,620"
MORGAN STANLEY,"0002162966","1,324,857,624"
"FIRST SOUTH BANCORP, INC.","0002817314","1,324,857,625"
"FORSYTH BANCSHARES, INC.","0002497211","1,324,857,630"
"MARINE BANCORP OF FLORIDA, INC.","0005076215","1,324,857,634"
"WOLF RIVER BANCORP, INC.","0003180257","1,324,857,641"
PACIFIC COAST BANKERS' BANCSHARES,"0002731586","1,324,857,653"
"PLANTERS FINANCIAL GROUP, INC","0003013225","1,324,857,655"
"CITIZENS COMMERCE BANCSHARES, INC.","0002702278","1,324,857,657"
"CAPITAL FUNDING BANCORP, INC.","0003927078","1,324,857,682"
"COUNTY BANCORP, INC.","0002524788","1,324,857,683"
"RIVER CITIES BANCSHARES, INC.","0002518479","1,324,857,690"
"LOUISVILLE DEVELOPMENT BANCORP, INC.","0002496063","1,324,857,694"
"CFB BANCSHARES, INC.","0003135462","1,324,857,697"
"SWNB BANCORP, INC.","0003234682","1,324,857,704"
"OAK PARK RIVER FOREST BANKSHARES, INC.","0002445098","1,324,857,710"
"AMERICAN METRO BANCORP, INC.","0003272367","1,324,857,718"
"CITY FIRST ENTERPRISES, INC.","0002697954","1,324,857,731"
"DS HOLDING COMPANY, INC.","0003428502","1,324,857,735"
"TEXAS CAPITAL BANCSHARES, INC.","0002706735","1,324,857,745"
"PREMIER HOLDINGS, LTD.","0003066922","1,324,857,746"
"SV BANCORP, INC.","0003464340","1,324,857,748"
FIRST EQUITY CORP.,"0002531553","1,324,857,755"
SECURITY NATIONAL CORPORATION,"0001200348","1,324,857,756"
WINTRUST FINANCIAL CORPORATION,"0002260406","1,324,857,757"
"BOLIVAR BANCSHARES, INC","0002535579","1,324,857,759"
FORTIS FINANCIAL INC.,"0003559198","1,324,857,762"
COASTAL FINANCIAL CORPORATION,"0003203008","1,324,857,764"
"NORTHSTAR BANCSHARES, INC.","0002851578","1,324,857,767"
"BANCSHARES, INC., THE","0002504874","1,324,857,769"
"ALIKAT INVESTMENTS, INC.","0002533100","1,324,857,776"
AMERICAN BANK INCORPORATED,"0003008753","1,324,857,781"
"CUSTOMERS BANCORP, INC","0004284536","1,324,857,798"
"ROTAN BANCSHARES, INC.","0002487913","1,324,857,807"
"KEYSTONE BANCSHARES, INC.","0005278372","1,324,857,808"
"SECURITY BANCORP OF TENNESSEE, INC.","0001135374","1,324,857,809"
ARLINGTON STATE BANC HOLDING COMPANY,"0002004749","1,324,857,813"
COUNTRY BANCORPORATION,"0001203910","1,324,857,828"
"EDISON BANCSHARES, INC.","0002591258","1,324,857,829"
"FIRST FINANCIAL HOLDING CO., LTD.","0003086210","1,324,857,832"
"PEOPLES BANCSHARES OF TN, INC.","0003403161","1,324,857,845"
"MARENGO BANCSHARES, INC.","0002598378","1,324,857,851"
"FIRST COMMUNITY BANCSHARES, INC.","0002641694","1,324,857,856"
NEIGHBORHOOD BANCORP,"0002333131","1,324,857,867"
"CAPITAL BANCSHARES, INC","0002777016","1,324,857,879"
"VSB BANCORP, INC.","0003165508","1,324,857,881"
"ALLIANCE BANCSHARES, INC.","0003253629","1,324,857,882"
UNION BANKSHARES CORPORATION,"0001971693","1,324,857,899"
MERCANTILE BANK CORPORATION,"0002608763","1,324,857,908"
MVB FINANCIAL CORP.,"0003211601","1,324,857,912"
AMERIBANK HOLDING COMPANY,"0003043008","1,324,857,914"
FIRST INTERNET BANCORP,"0003393178","1,324,857,915"
"COMMUNITY BANCSHARES OF WEST PLAINS, INC","0002615239","1,324,857,918"
MACATAWA BANK CORPORATION,"0002634696","1,324,857,924"
"COMMUNITY FIRST BANCORPORATION, INC.","0003294556","1,324,857,930"
"INVER GROVE BANCSHARES, INC.","0002610766","1,324,857,940"
"AFNB HOLDINGS, INC.","0003472176","1,324,857,950"
"NORTH GEORGIA COMMUNITY FINANCIAL PARTNERS, INC.","0002908650","1,324,857,956"
LIGHT BANCSHARES CORPORATION,"0002621913","1,324,857,960"
WINTRUST FINANCIAL CORPORATION,"0002260406","1,324,857,970"
"FLORIDA COMMUNITY BANKSHARES, INC.","0002902005","1,324,857,972"
JOHNSTON GROWTH CORPORATION,"0002646037","1,324,857,975"
METROPOLITAN BANK HOLDING CORP.,"0002820211","1,324,857,984"
"PSB BANCGROUP, INC.","0002650324","1,324,857,986"
WINTRUST FINANCIAL CORPORATION,"0002260406","1,324,857,999"
"SECURITY BANCSHARES, INC.","0001248836","1,324,858,001"
"HEARTLAND FINANCIAL USA, INC.","0001206546","1,324,858,006"
"INDEPENDENT HOLDINGS, INC","0003121193","1,324,858,008"
"EAGLE BANCORP, INC.","0002652104","1,324,858,014"
FIRST COMMUNITY BANC HOLDING COMPANY,"0002917278","1,324,858,020"
VIRGINIA NATIONAL BANKSHARES CORPORATION,"0004517261","1,324,858,021"
ASIAN FINANCIAL CORPORATION,"0002785459","1,324,858,023"
"PORTAGE BANCSHARES, INC.","0002668589","1,324,858,024"
FIRST TRUST FINANCIAL CORP.,"0003249109","1,324,858,032"
"TAB BANK HOLDINGS, INC.","0004748766","1,324,858,035"
"CAPITAL BANCORP, INC.","0002757111","1,324,858,038"
ENTERPRISE EMPLOYEE STOCK OWNERSHIP PLAN,"0003386246","1,324,858,040"
"RESOURCE BANKSHARES, INC.","0003136405","1,324,858,052"
MISSION BANCORP,"0003108082","1,324,858,053"
"NEBRASKALAND FINANCIAL SERVICES, INC.","0002947350","1,324,858,059"
GRANDSOUTH BANCORPORATION,"0002929833","1,324,858,060"
N.A. CORPORATION,"0002631798","1,324,858,075"
"PREMIER FINANCIAL BANCORP, INC.","0002007647","1,324,858,076"
PREMIER FINANCIAL CORP.,"0002687124","1,324,858,085"
FIRST BELMOND BANCORPORATION,"0001204887","1,324,858,091"
"ASSOCIATED COMMUNITY BANCORP, INC.","0002863946","1,324,858,108"
"SBH MANAGER, LLC","0005189450","1,324,858,114"
"FCB FINANCIAL SERVICES, INC","0003123339","1,324,858,116"
"PARKE BANCORP, INC","0003347292","1,324,858,117"
"NEW PEOPLES BANKSHARES, INC.","0003049617","1,324,858,118"
"FIRST CITRUS BANCORPORATION, INC.","0003547841","1,324,858,125"
"PREFERRED BANCORP, INC.","0002939319","1,324,858,126"
"COGENT BANCORP, INC.","0003458040","1,324,858,130"
"LA PLATA BANCSHARES, INC.","0002759601","1,324,858,136"
"NEW MILLENNIUM BANKSHARES, INC.","0002695727","1,324,858,143"
"LEGENDS FINANCIAL HOLDINGS, INC.","0003100349","1,324,858,148"
COMMERCE HOLDING CORPORATION,"0003135435","1,324,858,150"
PACIFIC MERCANTILE BANCORP,"0002869733","1,324,858,152"
COMMUNITY SHORES BANK CORPORATION,"0002735333","1,324,858,156"
"NORTHPOINTE BANCSHARES, INC.","0002737814","1,324,858,165"
"AMBANK HOLDINGS, INC.","0001138610","1,324,858,167"
CLARKSTON FINANCIAL CORPORATION,"0002735164","1,324,858,168"
"FIRST CAPITAL BANCSHARES, INC.","0003836385","1,324,858,175"
"POPULAR, INC.","0001129382","1,324,858,176"
"POPULAR, INC.","0001129382","1,324,858,177"
"CENTRAL SOUTH BANCORPORATION, INC.","0002732574","1,324,858,181"
"SYNERGY BANCSHARES, INC.","0002748490","1,324,858,186"
"RED RIVER BANCSHARES, INC.","0002743235","1,324,858,188"
"CENTRAL BANCSHARES, INC.","0001050495","1,324,858,201"
"FIRST HOME BANCORP, INC.","0002881650","1,324,858,203"
FIRST IC CORPORATION,"0003589980","1,324,858,204"
"PEDESTAL BANCSHARES, INC.","0002909554","1,324,858,208"
"GREEN BANCORP, INC.","0003474835","1,324,858,210"
AMERI-NATIONAL CORPORATION,"0002772990","1,324,858,216"
"DELTA BANCSHARES OF LOUISIANA, INC.","0002806662","1,324,858,220"
"COMMUNITY FIRST BANCSHARES, INC.","0002775160","1,324,858,221"
CITIZENS FIRST CORPORATION,"0002750952","1,324,858,222"
"FIRST BANCSHARES OF TEXAS, INC.","0003121344","1,324,858,224"
"COMMUNITY CAPITAL BANCSHARES, INC.","0002775142","1,324,858,225"
FREEDOM HOLDINGS COMPANY,"0002734439","1,324,858,227"
"AMERICAN COMMUNITY BANCORP, INC.","0004111584","1,324,858,228"
"WAUKESHA BANKSHARES, INC.","0002756776","1,324,858,236"
"HEARTLAND BANCSHARES, INC.","0002800482","1,324,858,244"
MADISON COMMUNITY BANCSHARES CORPORATION,"0003619702","1,324,858,247"
"THIRD STREET BANCSHARES, INC.","0002747288","1,324,858,250"
CALWEST BANCORP,"0003188860","1,324,858,255"
LINKBANCORP,"0005272361","1,324,858,260"
"PETIT JEAN BANCSHARES, INC.","0002877402","1,324,858,266"
"CLARK COUNTY BANCSHARES, INC.","0001097995","1,324,858,273"
"BUCKEYE BANCSHARES, INC.","0002836294","1,324,858,278"
IDAHO TRUST BANCORP,"0003439713","1,324,858,279"
MCLAUGHLIN HOLDING COMPANY,"0001203161","1,324,858,285"
VILLAGE BANK AND TRUST FINANCIAL CORP.,"0003251027","1,324,858,287"
"EAST ALABAMA FINANCIAL GROUP, INC.","0002804855","1,324,858,288"
"CENTERGROUP FINANCIAL, INC.","0004415693","1,324,858,292"
"COMMUNITY STATE BANCSHARES, INC.","0002774305","1,324,858,293"
"RELIANCE BANCSHARES, INC.","0002787118","1,324,858,294"
"SV FINANCIAL, INC.","0003093919","1,324,858,296"
"PBD HOLDINGS, LLC","0005216570","1,324,858,300"
NMB FINANCIAL CORPORATION,"0005011832","1,324,858,310"
"FORESIGHT FINANCIAL GROUP, INC.","0001137453","1,324,858,322"
ACCESS NATIONAL CORPORATION,"0003109904","1,324,858,333"
"BANK OF THE JAMES FINANCIAL GROUP, INC.","0003217032","1,324,858,340"
"CBOS BANKSHARES, INC.","0003450530","1,324,858,344"
"FIRST RELIANCE BANCSHARES, INC.","0003070312","1,324,858,346"
FLAGLER BANCSHARES CORPORATION,"0004899967","1,324,858,349"
"WYOMING NATIONAL BANCORPORATION, INC.","0002910970","1,324,858,350"
FREEDOM BANCORP,"0003575787","1,324,858,351"
"FIRST SECURE BANK GROUP, INC.","0002805544","1,324,858,353"
"BANCORP FINANCIAL, INC.","0003477425","1,324,858,357"
CBB BANCORP,"0003236640","1,324,858,360"
SCCB FINANCIAL CORPORATION,"0003334489","1,324,858,363"
"FIRST ALLIANCE BANCSHARES, INC.","0003640041","1,324,858,366"
"COMMUNITY FINANCIAL HOLDING COMPANY, INC.","0003101010","1,324,858,368"
"TENNESSEE COMMUNITY BANK HOLDINGS, INC.","0003213847","1,324,858,374"
"TWIN CITY BANCORP, INC.","0003289477","1,324,858,377"
"BLUE RIDGE BANKSHARES, INC.","0001426960","1,324,858,389"
"FREEDOM BANCSHARES OF SOUTHERN MISSOURI, INC.","0003216754","1,324,858,391"
"CAPITAL BANCORP, INC.","0002808590","1,324,858,393"
CORNERSTONE FINANCIAL CORPORATION,"0003831513","1,324,858,401"
"FIRST FINANCIAL BANCSHARES, INC.","0003385137","1,324,858,406"
"SOUTHERN FIRST BANCSHARES, INC.","0002849799","1,324,858,408"
"OLD MISSION BANCORP, INC.","0002839044","1,324,858,414"
"RESERVE FINANCIAL ASSOCIATES, LLC","0003488234","1,324,858,415"
"ALAMERICA BANCCORP, INC.","0003047583","1,324,858,420"
"GEORGIA COMMUNITY BANCORP, INCORPORATED","0001245581","1,324,858,423"
"GEORGIA COMMUNITY BANCORP, INCORPORATED","0001245581","1,324,858,424"
ALL WEST BANCORP,"0003157549","1,324,858,426"
CALIFORNIA FIRST NATIONAL BANCORP,"0002907381","1,324,858,432"
"OAK FINANCIAL, INC.","0002857598","1,324,858,433"
"HANTZ HOLDINGS, INC.","0003932250","1,324,858,441"
"CENTRAL BANCOMPANY, INC","0001094314","1,324,858,444"
FIVE STAR BANCORP,"0003162927","1,324,858,454"
"OAK RIDGE FINANCIAL SERVICES, INC.","0003587427","1,324,858,458"
CHINO COMMERCIAL BANCORP,"0003441275","1,324,858,459"
UNITED COMMUNITY FINANCIAL CORPORATION,"0003831250","1,324,858,472"
"ABDO INVESTMENTS, INC.","0003368185","1,324,858,487"
"ROUTT COUNTY BANCORPORATION, INC.","0002942869","1,324,858,488"
"AMERICAN COMMUNITY FINANCIAL, INC.","0003035049","1,324,858,492"
"TRISTAR BANCSHARES, INC.","0003442795","1,324,858,495"
"BRANSON BANCSHARES, INC","0002861812","1,324,858,498"
"LEADERS GROUP, INC., THE","0002856014","1,324,858,500"
TWO RIVER BANCORP,"0003395668","1,324,858,501"
"OPTIMUMBANK HOLDINGS, INC.","0003251661","1,324,858,504"
GLENWOOD BANCORPORATION,"0001204421","1,324,858,506"
HAVEN CAPITAL CORPORATION,"0004361923","1,324,858,510"
"CITIZENS CUMBERLAND BANCSHARES, INC.","0003110012","1,324,858,513"
"BANCORP, INC., THE","0002858951","1,324,858,514"
"CENTURY BANCSHARES, INC.","0003097458","1,324,858,519"
"HOMETOWN BANCSHARES, INC.","0002955300","1,324,858,522"
"1ST COLONIAL BANCORP, INC.","0003118513","1,324,858,523"
SELECT BANCORP INC.,"0003207659","1,324,858,531"
CFB HOLDING COMPANY,"0003070013","1,324,858,538"
MARINER'S BANCORP,"0003227947","1,324,858,540"
"CROWN BANKSHARES, INC.","0002860262","1,324,858,541"
"NEW MEXICO FIRST FINANCIAL, INC.","0002883962","1,324,858,547"
"BANC OF CALIFORNIA, INC.","0003153130","1,324,858,551"
"COMMUNITY BANKS OF GEORGIA, INC.","0003180408","1,324,858,556"
"CHEAHA FINANCIAL GROUP, INC.","0002915117","1,324,858,557"
NORTH STATE BANCORP,"0003109070","1,324,858,562"
"INSCORP, INC.","0002877336","1,324,858,563"
"ATLANTIC CAPITAL BANCSHARES, INC.","0003555686","1,324,858,566"
